@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
1834,'2021/06/24 19:10:47:383',70,10,13,104,0.7,0.21,0.6,0.17,0.84,0.22
1835,'2021/06/24 19:10:47:435',70,10,13,104,0.7,0.21,0.6,0.17,0.84,0.22
1836,'2021/06/24 19:10:47:487',70,8,12,107,0.7,0.21,0.6,0.17,0.84,0.22
1837,'2021/06/24 19:10:47:539',70,11,14,104,0.7,0.21,0.6,0.17,0.84,0.22
1838,'2021/06/24 19:10:47:591',70,11,14,104,0.7,0.21,0.6,0.17,0.84,0.22
1839,'2021/06/24 19:10:47:642',70,10,14,104,0.7,0.21,0.6,0.17,0.84,0.22
1840,'2021/06/24 19:10:47:699',70,9,13,105,0.7,0.21,0.6,0.17,0.84,0.22
1841,'2021/06/24 19:10:47:750',70,13,14,102,0.7,0.21,0.6,0.17,0.84,0.22
1842,'2021/06/24 19:10:47:803',70,13,15,101,0.7,0.21,0.6,0.17,0.84,0.22
1843,'2021/06/24 19:10:47:854',70,12,14,104,0.7,0.21,0.6,0.17,0.84,0.22
1844,'2021/06/24 19:10:47:906',70,10,11,109,0.7,0.21,0.6,0.17,0.84,0.22
1845,'2021/06/24 19:10:47:957',70,10,13,107,0.7,0.21,0.6,0.17,0.84,0.22
1846,'2021/06/24 19:10:48:010',70,12,14,103,0.7,0.21,0.6,0.17,0.84,0.22
1847,'2021/06/24 19:10:48:066',70,13,14,102,0.7,0.21,0.6,0.17,0.84,0.22
1848,'2021/06/24 19:10:49:464',71,18,8,109,0.7,0.21,0.6,0.17,0.84,0.22
1849,'2021/06/24 19:10:49:517',71,16,7,112,0.7,0.21,0.6,0.17,0.84,0.22
1850,'2021/06/24 19:10:49:570',71,18,9,108,0.7,0.21,0.6,0.17,0.84,0.22
1851,'2021/06/24 19:10:49:625',71,17,9,108,0.7,0.21,0.6,0.17,0.84,0.22
1852,'2021/06/24 19:10:49:680',71,18,9,107,0.7,0.21,0.6,0.17,0.84,0.22
1853,'2021/06/24 19:10:49:731',71,19,9,108,0.7,0.21,0.6,0.17,0.84,0.22
1854,'2021/06/24 19:10:49:782',71,17,8,109,0.7,0.21,0.6,0.17,0.84,0.22
1855,'2021/06/24 19:10:49:834',71,17,7,111,0.7,0.21,0.6,0.17,0.84,0.22
1856,'2021/06/24 19:10:49:886',71,17,8,110,0.7,0.21,0.6,0.17,0.84,0.22
1857,'2021/06/24 19:10:49:937',71,19,9,109,0.7,0.21,0.6,0.17,0.84,0.22
1858,'2021/06/24 19:10:49:987',71,18,8,109,0.7,0.21,0.6,0.17,0.84,0.22
1859,'2021/06/24 19:10:50:039',71,18,8,111,0.7,0.21,0.6,0.17,0.84,0.22
1860,'2021/06/24 19:10:50:092',71,17,7,113,0.7,0.21,0.6,0.17,0.84,0.22
1861,'2021/06/24 19:10:50:143',71,17,8,111,0.7,0.21,0.6,0.17,0.84,0.22
1862,'2021/06/24 19:10:50:193',71,16,7,112,0.7,0.21,0.6,0.17,0.84,0.22
1863,'2021/06/24 19:10:50:243',71,18,7,110,0.7,0.21,0.6,0.17,0.84,0.22
1864,'2021/06/24 19:10:50:295',71,17,8,111,0.7,0.21,0.6,0.17,0.84,0.22
1865,'2021/06/24 19:10:50:349',71,17,8,111,0.7,0.21,0.6,0.17,0.84,0.22
1866,'2021/06/24 19:10:50:404',71,15,6,114,0.7,0.21,0.6,0.17,0.84,0.22
1867,'2021/06/24 19:10:50:455',71,17,7,115,0.7,0.21,0.6,0.17,0.84,0.22
1868,'2021/06/24 19:10:51:595',72,24,4,110,0.7,0.21,0.6,0.17,0.84,0.22
1869,'2021/06/24 19:10:51:646',72,27,5,106,0.7,0.21,0.6,0.17,0.84,0.22
1870,'2021/06/24 19:10:51:698',72,24,4,109,0.7,0.21,0.6,0.17,0.84,0.22
1871,'2021/06/24 19:10:51:748',72,26,4,108,0.7,0.21,0.6,0.17,0.84,0.22
1872,'2021/06/24 19:10:51:799',72,23,3,111,0.7,0.21,0.6,0.17,0.84,0.22
1873,'2021/06/24 19:10:51:850',72,25,6,110,0.7,0.21,0.6,0.17,0.84,0.22
1874,'2021/06/24 19:10:51:906',72,27,7,107,0.7,0.21,0.6,0.17,0.84,0.22
1875,'2021/06/24 19:10:51:957',72,25,5,111,0.7,0.21,0.6,0.17,0.84,0.22
1876,'2021/06/24 19:10:52:008',72,23,3,113,0.7,0.21,0.6,0.17,0.84,0.22
1877,'2021/06/24 19:10:52:059',72,24,4,109,0.7,0.21,0.6,0.17,0.84,0.22
1878,'2021/06/24 19:10:52:111',72,25,5,110,0.7,0.21,0.6,0.17,0.84,0.22
1879,'2021/06/24 19:10:52:162',72,22,4,111,0.7,0.21,0.6,0.17,0.84,0.22
1880,'2021/06/24 19:10:52:215',72,24,5,110,0.7,0.21,0.6,0.17,0.84,0.22
1881,'2021/06/24 19:10:52:266',72,25,6,107,0.7,0.21,0.6,0.17,0.84,0.22
1882,'2021/06/24 19:10:52:318',72,26,5,108,0.7,0.21,0.6,0.17,0.84,0.22
1883,'2021/06/24 19:10:52:369',72,25,6,108,0.7,0.21,0.6,0.17,0.84,0.22
1884,'2021/06/24 19:10:52:422',72,24,4,110,0.7,0.21,0.6,0.17,0.84,0.22
1885,'2021/06/24 19:10:52:473',72,25,6,108,0.7,0.21,0.6,0.17,0.84,0.22
1886,'2021/06/24 19:10:52:528',72,26,7,106,0.7,0.21,0.6,0.17,0.84,0.22
1887,'2021/06/24 19:10:53:646',73,17,5,109,0.7,0.21,0.6,0.17,0.84,0.22
1888,'2021/06/24 19:10:53:697',73,16,4,110,0.7,0.21,0.6,0.17,0.84,0.22
1889,'2021/06/24 19:10:53:750',73,17,5,110,0.7,0.21,0.6,0.17,0.84,0.22
1890,'2021/06/24 19:10:53:804',73,20,6,107,0.7,0.21,0.6,0.17,0.84,0.22
1891,'2021/06/24 19:10:53:854',73,20,6,107,0.7,0.21,0.6,0.17,0.84,0.22
1892,'2021/06/24 19:10:53:905',73,16,4,111,0.7,0.21,0.6,0.17,0.84,0.22
1893,'2021/06/24 19:10:53:957',73,18,4,108,0.7,0.21,0.6,0.17,0.84,0.22
1894,'2021/06/24 19:10:54:010',73,20,7,104,0.7,0.21,0.6,0.17,0.84,0.22
1895,'2021/06/24 19:10:54:067',73,18,5,110,0.7,0.21,0.6,0.17,0.84,0.22
1896,'2021/06/24 19:10:54:118',73,18,5,109,0.7,0.21,0.6,0.17,0.84,0.22
1897,'2021/06/24 19:10:54:169',73,21,6,106,0.7,0.21,0.6,0.17,0.84,0.22
1898,'2021/06/24 19:10:54:221',73,20,5,108,0.7,0.21,0.6,0.17,0.84,0.22
1899,'2021/06/24 19:10:54:273',73,20,7,106,0.7,0.21,0.6,0.17,0.84,0.22
1900,'2021/06/24 19:10:54:324',73,19,4,111,0.7,0.21,0.6,0.17,0.84,0.22
1901,'2021/06/24 19:10:54:374',73,21,6,106,0.7,0.21,0.6,0.17,0.84,0.22
1902,'2021/06/24 19:10:54:426',73,20,6,107,0.7,0.21,0.6,0.17,0.84,0.22
1903,'2021/06/24 19:10:54:476',73,20,5,110,0.7,0.21,0.6,0.17,0.84,0.22
1904,'2021/06/24 19:10:54:528',73,21,6,105,0.7,0.21,0.6,0.17,0.84,0.22
1905,'2021/06/24 19:10:54:579',73,23,7,103,0.7,0.21,0.6,0.17,0.84,0.22
1906,'2021/06/24 19:10:54:630',73,22,7,101,0.7,0.21,0.6,0.17,0.84,0.22
1907,'2021/06/24 19:10:54:682',73,24,8,100,0.7,0.21,0.6,0.17,0.84,0.22
1908,'2021/06/24 19:10:56:043',74,14,6,107,0.7,0.21,0.6,0.17,0.84,0.22
1909,'2021/06/24 19:10:56:096',74,17,9,101,0.7,0.21,0.6,0.17,0.84,0.22
1910,'2021/06/24 19:10:56:148',74,16,7,104,0.7,0.21,0.6,0.17,0.84,0.22
1911,'2021/06/24 19:10:56:200',74,15,8,103,0.7,0.21,0.6,0.17,0.84,0.22
1912,'2021/06/24 19:10:56:258',74,15,7,105,0.7,0.21,0.6,0.17,0.84,0.22
1913,'2021/06/24 19:10:56:311',74,15,7,105,0.7,0.21,0.6,0.17,0.84,0.22
1914,'2021/06/24 19:10:56:363',74,17,8,105,0.7,0.21,0.6,0.17,0.84,0.22
1915,'2021/06/24 19:10:56:414',74,13,6,108,0.7,0.21,0.6,0.17,0.84,0.22
1916,'2021/06/24 19:10:56:466',74,15,7,103,0.7,0.21,0.6,0.17,0.84,0.22
1917,'2021/06/24 19:10:56:521',74,18,8,101,0.7,0.21,0.6,0.17,0.84,0.22
1918,'2021/06/24 19:10:56:579',74,18,8,101,0.7,0.21,0.6,0.17,0.84,0.22
1919,'2021/06/24 19:10:56:629',74,18,8,101,0.7,0.21,0.6,0.17,0.84,0.22
1920,'2021/06/24 19:10:56:680',74,17,8,101,0.7,0.21,0.6,0.17,0.84,0.22
1921,'2021/06/24 19:10:56:732',74,17,7,103,0.7,0.21,0.6,0.17,0.84,0.22
1922,'2021/06/24 19:10:56:783',74,19,8,100,0.7,0.21,0.6,0.17,0.84,0.22
1923,'2021/06/24 19:10:56:834',74,20,8,100,0.7,0.21,0.6,0.17,0.84,0.22
1924,'2021/06/24 19:10:56:885',74,18,8,103,0.7,0.21,0.6,0.17,0.84,0.22
1925,'2021/06/24 19:10:56:936',74,18,8,103,0.7,0.21,0.6,0.17,0.84,0.22
1926,'2021/06/24 19:10:56:987',74,18,8,106,0.7,0.21,0.6,0.17,0.84,0.22
1927,'2021/06/24 19:10:57:038',74,18,8,105,0.7,0.21,0.6,0.17,0.84,0.22
1928,'2021/06/24 19:10:57:089',74,18,8,105,0.7,0.21,0.6,0.17,0.84,0.22
1929,'2021/06/24 19:10:58:339',75,19,9,108,0.7,0.21,0.6,0.17,0.84,0.22
1930,'2021/06/24 19:10:58:392',75,20,9,108,0.7,0.21,0.6,0.17,0.84,0.22
1931,'2021/06/24 19:10:58:448',75,19,9,110,0.7,0.21,0.6,0.17,0.84,0.22
1932,'2021/06/24 19:10:58:499',75,20,8,108,0.7,0.21,0.6,0.17,0.84,0.22
1933,'2021/06/24 19:10:58:550',75,23,9,106,0.7,0.21,0.6,0.17,0.84,0.22
1934,'2021/06/24 19:10:58:602',75,22,9,108,0.7,0.21,0.6,0.17,0.84,0.22
1935,'2021/06/24 19:10:58:653',75,19,8,113,0.7,0.21,0.6,0.17,0.84,0.22
1936,'2021/06/24 19:10:58:704',75,20,7,111,0.7,0.21,0.6,0.17,0.84,0.22
1937,'2021/06/24 19:10:58:755',75,20,9,109,0.7,0.21,0.6,0.17,0.84,0.22
1938,'2021/06/24 19:10:58:807',75,20,8,110,0.7,0.21,0.6,0.17,0.84,0.22
1939,'2021/06/24 19:10:58:858',75,21,8,109,0.7,0.21,0.6,0.17,0.84,0.22
1940,'2021/06/24 19:10:58:910',75,19,8,111,0.7,0.21,0.6,0.17,0.84,0.22
1941,'2021/06/24 19:10:58:962',75,22,8,110,0.7,0.21,0.6,0.17,0.84,0.22
1942,'2021/06/24 19:10:59:021',75,18,8,114,0.7,0.21,0.6,0.17,0.84,0.22
1943,'2021/06/24 19:10:59:074',75,17,7,116,0.7,0.21,0.6,0.17,0.84,0.22
1944,'2021/06/24 19:10:59:126',75,20,10,108,0.7,0.21,0.6,0.17,0.84,0.22
1945,'2021/06/24 19:10:59:177',75,20,10,108,0.7,0.21,0.6,0.17,0.84,0.22
1946,'2021/06/24 19:10:59:230',75,17,7,115,0.7,0.21,0.6,0.17,0.84,0.22
1947,'2021/06/24 19:10:59:282',75,17,8,111,0.7,0.21,0.6,0.17,0.84,0.22
1948,'2021/06/24 19:10:59:333',75,21,10,106,0.7,0.21,0.6,0.17,0.84,0.22
1949,'2021/06/24 19:10:59:385',75,17,8,113,0.7,0.21,0.6,0.17,0.84,0.22
1950,'2021/06/24 19:10:59:437',75,20,10,109,0.7,0.21,0.6,0.17,0.84,0.22
1951,'2021/06/24 19:10:59:487',75,21,9,109,0.7,0.21,0.6,0.17,0.84,0.22
1952,'2021/06/24 19:10:59:539',75,21,9,107,0.7,0.21,0.6,0.17,0.84,0.22
1953,'2021/06/24 19:10:59:590',75,20,11,106,0.7,0.21,0.6,0.17,0.84,0.22
1954,'2021/06/24 19:10:59:643',75,22,11,105,0.7,0.21,0.6,0.17,0.84,0.22
1955,'2021/06/24 19:11:01:142',76,12,8,110,0.7,0.21,0.6,0.17,0.84,0.22
1956,'2021/06/24 19:11:01:195',76,8,5,114,0.7,0.21,0.6,0.17,0.84,0.22
1957,'2021/06/24 19:11:01:248',76,12,6,114,0.7,0.21,0.6,0.17,0.84,0.22
1958,'2021/06/24 19:11:01:298',76,16,10,106,0.7,0.21,0.6,0.17,0.84,0.22
1959,'2021/06/24 19:11:01:351',76,15,9,108,0.7,0.21,0.6,0.17,0.84,0.22
1960,'2021/06/24 19:11:01:404',76,13,8,110,0.7,0.21,0.6,0.17,0.84,0.22
1961,'2021/06/24 19:11:01:456',76,13,7,113,0.7,0.21,0.6,0.17,0.84,0.22
1962,'2021/06/24 19:11:01:513',76,15,8,110,0.7,0.21,0.6,0.17,0.84,0.22
1963,'2021/06/24 19:11:01:565',76,14,8,110,0.7,0.21,0.6,0.17,0.84,0.22
1964,'2021/06/24 19:11:01:616',76,16,7,109,0.7,0.21,0.6,0.17,0.84,0.22
1965,'2021/06/24 19:11:01:668',76,14,6,111,0.7,0.21,0.6,0.17,0.84,0.22
1966,'2021/06/24 19:11:01:719',76,15,8,108,0.7,0.21,0.6,0.17,0.84,0.22
1967,'2021/06/24 19:11:01:771',76,14,6,111,0.7,0.21,0.6,0.17,0.84,0.22
1968,'2021/06/24 19:11:01:823',76,15,8,108,0.7,0.21,0.6,0.17,0.84,0.22
1969,'2021/06/24 19:11:01:881',76,15,8,108,0.7,0.21,0.6,0.17,0.84,0.22
1970,'2021/06/24 19:11:01:934',76,16,6,109,0.7,0.21,0.6,0.17,0.84,0.22
1971,'2021/06/24 19:11:01:985',76,15,8,109,0.7,0.21,0.6,0.17,0.84,0.22
1972,'2021/06/24 19:11:02:036',76,16,5,111,0.7,0.21,0.6,0.17,0.84,0.22
1973,'2021/06/24 19:11:03:960',77,18,2,113,0.7,0.21,0.6,0.17,0.84,0.22
1974,'2021/06/24 19:11:04:020',77,22,4,107,0.7,0.21,0.6,0.17,0.84,0.22
1975,'2021/06/24 19:11:04:070',77,22,4,106,0.7,0.21,0.6,0.17,0.84,0.22
1976,'2021/06/24 19:11:04:128',77,20,3,111,0.7,0.21,0.6,0.17,0.84,0.22
1977,'2021/06/24 19:11:04:179',77,20,3,111,0.7,0.21,0.6,0.17,0.84,0.22
1978,'2021/06/24 19:11:04:229',77,20,3,111,0.7,0.21,0.6,0.17,0.84,0.22
1979,'2021/06/24 19:11:04:279',77,24,4,104,0.7,0.21,0.6,0.17,0.84,0.22
1980,'2021/06/24 19:11:04:334',77,23,4,105,0.7,0.21,0.6,0.17,0.84,0.22
1981,'2021/06/24 19:11:04:387',77,23,5,104,0.7,0.21,0.6,0.17,0.84,0.22
1982,'2021/06/24 19:11:04:441',77,23,5,104,0.7,0.21,0.6,0.17,0.84,0.22
1983,'2021/06/24 19:11:04:498',77,23,5,104,0.7,0.21,0.6,0.17,0.84,0.22
1984,'2021/06/24 19:11:04:549',77,26,6,102,0.7,0.21,0.6,0.17,0.84,0.22
1985,'2021/06/24 19:11:04:599',77,25,6,103,0.7,0.21,0.6,0.17,0.84,0.22
1986,'2021/06/24 19:11:04:655',77,23,4,106,0.7,0.21,0.6,0.17,0.84,0.22
1987,'2021/06/24 19:11:04:705',77,24,4,105,0.7,0.21,0.6,0.17,0.84,0.22
1988,'2021/06/24 19:11:04:754',77,25,4,104,0.7,0.21,0.6,0.17,0.84,0.22
1989,'2021/06/24 19:11:04:806',77,26,4,104,0.7,0.21,0.6,0.17,0.84,0.22
1990,'2021/06/24 19:11:04:857',77,23,3,106,0.7,0.21,0.6,0.17,0.84,0.22
1991,'2021/06/24 19:11:04:909',77,26,5,101,0.7,0.21,0.6,0.17,0.84,0.22
1992,'2021/06/24 19:11:04:959',77,26,2,106,0.7,0.21,0.6,0.17,0.84,0.22
1993,'2021/06/24 19:11:05:009',77,26,4,103,0.7,0.21,0.6,0.17,0.84,0.22
1994,'2021/06/24 19:11:05:061',77,25,4,103,0.7,0.21,0.6,0.17,0.84,0.22
1995,'2021/06/24 19:11:05:113',77,26,5,104,0.7,0.21,0.6,0.17,0.84,0.22
1996,'2021/06/24 19:11:06:821',78,20,7,102,0.7,0.21,0.6,0.17,0.84,0.22
1997,'2021/06/24 19:11:06:873',78,20,7,102,0.7,0.21,0.6,0.17,0.84,0.22
1998,'2021/06/24 19:11:06:924',78,20,7,102,0.7,0.21,0.6,0.17,0.84,0.22
1999,'2021/06/24 19:11:06:975',78,20,7,102,0.7,0.21,0.6,0.17,0.84,0.22
2000,'2021/06/24 19:11:07:026',78,18,5,106,0.7,0.21,0.6,0.17,0.84,0.22
2001,'2021/06/24 19:11:07:086',78,18,5,106,0.7,0.21,0.6,0.17,0.84,0.22
2002,'2021/06/24 19:11:07:138',78,20,6,102,0.7,0.21,0.6,0.17,0.84,0.22
2003,'2021/06/24 19:11:07:189',78,17,4,108,0.7,0.21,0.6,0.17,0.84,0.22
2004,'2021/06/24 19:11:07:245',78,17,4,108,0.7,0.21,0.6,0.17,0.84,0.22
2005,'2021/06/24 19:11:07:296',78,17,4,108,0.7,0.21,0.6,0.17,0.84,0.22
2006,'2021/06/24 19:11:07:348',78,19,7,103,0.7,0.21,0.6,0.17,0.84,0.22
2007,'2021/06/24 19:11:07:401',78,18,5,106,0.7,0.21,0.6,0.17,0.84,0.22
2008,'2021/06/24 19:11:07:460',78,18,5,106,0.7,0.21,0.6,0.17,0.84,0.22
2009,'2021/06/24 19:11:07:515',78,18,5,106,0.7,0.21,0.6,0.17,0.84,0.22
2010,'2021/06/24 19:11:07:566',78,18,5,106,0.7,0.21,0.6,0.17,0.84,0.22
2011,'2021/06/24 19:11:07:617',78,18,5,106,0.7,0.21,0.6,0.17,0.84,0.22
2012,'2021/06/24 19:11:07:673',78,18,6,105,0.7,0.21,0.6,0.17,0.84,0.22
2013,'2021/06/24 19:11:07:723',78,18,6,105,0.7,0.21,0.6,0.17,0.84,0.22
2014,'2021/06/24 19:11:07:774',78,18,6,105,0.7,0.21,0.6,0.17,0.84,0.22
2015,'2021/06/24 19:11:07:825',78,18,6,105,0.7,0.21,0.6,0.17,0.84,0.22
2016,'2021/06/24 19:11:07:879',78,15,4,109,0.7,0.21,0.6,0.17,0.84,0.22
2017,'2021/06/24 19:11:07:929',78,19,7,103,0.7,0.21,0.6,0.17,0.84,0.22
2018,'2021/06/24 19:11:07:984',78,19,6,103,0.7,0.21,0.6,0.17,0.84,0.22
2019,'2021/06/24 19:11:08:034',78,19,7,104,0.7,0.21,0.6,0.17,0.84,0.22
2020,'2021/06/24 19:11:08:086',78,19,7,104,0.7,0.21,0.6,0.17,0.84,0.22
2021,'2021/06/24 19:11:08:137',78,14,2,109,0.7,0.21,0.6,0.17,0.84,0.22
2022,'2021/06/24 19:11:08:195',78,16,3,108,0.7,0.21,0.6,0.17,0.84,0.22
2023,'2021/06/24 19:11:08:247',78,17,3,104,0.7,0.21,0.6,0.17,0.84,0.22
2024,'2021/06/24 19:11:08:304',78,16,3,108,0.7,0.21,0.6,0.17,0.84,0.22
2025,'2021/06/24 19:11:08:355',78,16,3,108,0.7,0.21,0.6,0.17,0.84,0.22
2026,'2021/06/24 19:11:08:406',78,16,3,108,0.7,0.21,0.6,0.17,0.84,0.22
2027,'2021/06/24 19:11:09:760',79,17,10,103,0.7,0.21,0.6,0.17,0.84,0.22
2028,'2021/06/24 19:11:09:812',79,15,10,104,0.7,0.21,0.6,0.17,0.84,0.22
2029,'2021/06/24 19:11:09:862',79,16,10,104,0.7,0.21,0.6,0.17,0.84,0.22
2030,'2021/06/24 19:11:09:912',79,16,10,104,0.7,0.21,0.6,0.17,0.84,0.22
2031,'2021/06/24 19:11:09:965',79,16,10,104,0.7,0.21,0.6,0.17,0.84,0.22
2032,'2021/06/24 19:11:10:017',79,15,8,107,0.7,0.21,0.6,0.17,0.84,0.22
2033,'2021/06/24 19:11:10:068',79,15,8,107,0.7,0.21,0.6,0.17,0.84,0.22
2034,'2021/06/24 19:11:10:121',79,15,7,111,0.7,0.21,0.6,0.17,0.84,0.22
2035,'2021/06/24 19:11:10:173',79,14,7,111,0.7,0.21,0.6,0.17,0.84,0.22
2036,'2021/06/24 19:11:10:226',79,15,9,104,0.7,0.21,0.6,0.17,0.84,0.22
2037,'2021/06/24 19:11:10:278',79,15,8,105,0.7,0.21,0.6,0.17,0.84,0.22
2038,'2021/06/24 19:11:10:329',79,16,8,105,0.7,0.21,0.6,0.17,0.84,0.22
2039,'2021/06/24 19:11:10:379',79,17,8,103,0.7,0.21,0.6,0.17,0.84,0.22
2040,'2021/06/24 19:11:10:430',79,17,8,105,0.7,0.21,0.6,0.17,0.84,0.22
2041,'2021/06/24 19:11:10:485',79,16,7,104,0.7,0.21,0.6,0.17,0.84,0.22
2042,'2021/06/24 19:11:11:783',80,10,6,112,0.7,0.21,0.6,0.17,0.84,0.22
2043,'2021/06/24 19:11:11:841',80,10,6,112,0.7,0.21,0.6,0.17,0.84,0.22
2044,'2021/06/24 19:11:11:894',80,14,8,107,0.7,0.21,0.6,0.17,0.84,0.22
2045,'2021/06/24 19:11:11:944',80,11,7,111,0.7,0.21,0.6,0.17,0.84,0.22
2046,'2021/06/24 19:11:11:996',80,14,6,109,0.7,0.21,0.6,0.17,0.84,0.22
2047,'2021/06/24 19:11:12:048',80,15,7,105,0.7,0.21,0.6,0.17,0.84,0.22
2048,'2021/06/24 19:11:12:099',80,16,10,106,0.7,0.21,0.6,0.17,0.84,0.22
2049,'2021/06/24 19:11:12:157',80,16,10,106,0.7,0.21,0.6,0.17,0.84,0.22
2050,'2021/06/24 19:11:12:208',80,14,10,106,0.7,0.21,0.6,0.17,0.84,0.22
2051,'2021/06/24 19:11:12:260',80,14,6,109,0.7,0.21,0.6,0.17,0.84,0.22
2052,'2021/06/24 19:11:12:311',80,17,10,104,0.7,0.21,0.6,0.17,0.84,0.22
2053,'2021/06/24 19:11:12:362',80,16,8,106,0.7,0.21,0.6,0.17,0.84,0.22
2054,'2021/06/24 19:11:12:413',80,17,13,99,0.7,0.21,0.6,0.17,0.84,0.22
2055,'2021/06/24 19:11:12:466',80,13,7,111,0.7,0.21,0.6,0.17,0.84,0.22
2056,'2021/06/24 19:11:12:517',80,15,10,106,0.7,0.21,0.6,0.17,0.84,0.22
2057,'2021/06/24 19:11:12:574',80,15,10,105,0.7,0.21,0.6,0.17,0.84,0.22
2058,'2021/06/24 19:11:12:625',80,13,7,109,0.7,0.21,0.6,0.17,0.84,0.22
2059,'2021/06/24 19:11:12:679',80,16,10,103,0.7,0.21,0.6,0.17,0.84,0.22
2060,'2021/06/24 19:11:12:733',80,14,8,109,0.7,0.21,0.6,0.17,0.84,0.22
2061,'2021/06/24 19:11:12:789',80,14,8,109,0.7,0.21,0.6,0.17,0.84,0.22
2062,'2021/06/24 19:19:27:130',81,136,93,63,0.48,0.09,0.3,0.88,0.04,0.48
2063,'2021/06/24 19:19:27:188',81,136,93,63,0.48,0.09,0.3,0.88,0.04,0.48
2064,'2021/06/24 19:19:27:240',81,136,92,63,0.48,0.09,0.3,0.88,0.04,0.48
2065,'2021/06/24 19:19:27:291',81,136,93,63,0.48,0.09,0.3,0.88,0.04,0.48
2066,'2021/06/24 19:19:27:342',81,136,92,64,0.48,0.09,0.3,0.88,0.04,0.48
2067,'2021/06/24 19:19:27:393',81,135,92,64,0.48,0.09,0.3,0.88,0.04,0.48
2068,'2021/06/24 19:19:27:446',81,136,93,63,0.48,0.09,0.3,0.88,0.04,0.48
2069,'2021/06/24 19:19:27:497',81,135,92,64,0.48,0.09,0.3,0.88,0.04,0.48
2070,'2021/06/24 19:19:27:547',81,136,93,63,0.48,0.09,0.3,0.88,0.04,0.48
2071,'2021/06/24 19:19:27:598',81,136,92,63,0.48,0.09,0.3,0.88,0.04,0.48
2072,'2021/06/24 19:19:27:648',81,135,92,63,0.48,0.09,0.3,0.88,0.04,0.48
2073,'2021/06/24 19:19:27:700',81,135,93,63,0.48,0.09,0.3,0.88,0.04,0.48
2074,'2021/06/24 19:19:27:750',81,136,93,62,0.48,0.09,0.3,0.88,0.04,0.48
2075,'2021/06/24 19:19:27:801',81,135,92,63,0.48,0.09,0.3,0.88,0.04,0.48
2076,'2021/06/24 19:19:27:852',81,135,92,63,0.48,0.09,0.3,0.88,0.04,0.48
2077,'2021/06/24 19:19:27:903',81,134,92,65,0.48,0.09,0.3,0.88,0.04,0.48
2078,'2021/06/24 19:19:27:952',81,135,92,64,0.48,0.09,0.3,0.88,0.04,0.48
2079,'2021/06/24 19:19:28:006',81,135,92,63,0.48,0.09,0.3,0.88,0.04,0.48
2080,'2021/06/24 19:19:28:057',81,135,92,63,0.48,0.09,0.3,0.88,0.04,0.48
2081,'2021/06/24 19:19:28:108',81,135,92,64,0.48,0.09,0.3,0.88,0.04,0.48
2082,'2021/06/24 19:19:28:159',81,135,92,63,0.48,0.09,0.3,0.88,0.04,0.48
2083,'2021/06/24 19:19:28:210',81,135,92,64,0.48,0.09,0.3,0.88,0.04,0.48
2084,'2021/06/24 19:19:28:260',81,134,92,64,0.48,0.09,0.3,0.88,0.04,0.48
2085,'2021/06/24 19:19:28:312',81,134,92,64,0.48,0.09,0.3,0.88,0.04,0.48
2086,'2021/06/24 19:19:28:362',81,135,92,63,0.48,0.09,0.3,0.88,0.04,0.48
2087,'2021/06/24 19:19:28:412',81,135,93,63,0.48,0.09,0.3,0.88,0.04,0.48
2088,'2021/06/24 19:19:29:482',82,132,98,63,0.48,0.09,0.3,0.88,0.04,0.48
2089,'2021/06/24 19:19:29:534',82,132,98,63,0.48,0.09,0.3,0.88,0.04,0.48
2090,'2021/06/24 19:19:29:588',82,133,98,62,0.48,0.09,0.3,0.88,0.04,0.48
2091,'2021/06/24 19:19:29:641',82,132,98,62,0.48,0.09,0.3,0.88,0.04,0.48
2092,'2021/06/24 19:19:29:697',82,132,98,62,0.48,0.09,0.3,0.88,0.04,0.48
2093,'2021/06/24 19:19:29:749',82,132,98,63,0.48,0.09,0.3,0.88,0.04,0.48
2094,'2021/06/24 19:19:29:800',82,132,98,62,0.48,0.09,0.3,0.88,0.04,0.48
2095,'2021/06/24 19:19:29:853',82,132,98,63,0.48,0.09,0.3,0.88,0.04,0.48
2096,'2021/06/24 19:19:29:904',82,132,98,63,0.48,0.09,0.3,0.88,0.04,0.48
2097,'2021/06/24 19:19:29:956',82,132,98,64,0.48,0.09,0.3,0.88,0.04,0.48
2098,'2021/06/24 19:19:30:007',82,131,98,65,0.48,0.09,0.3,0.88,0.04,0.48
2099,'2021/06/24 19:19:30:062',82,133,99,62,0.48,0.09,0.3,0.88,0.04,0.48
2100,'2021/06/24 19:19:30:114',82,132,98,63,0.48,0.09,0.3,0.88,0.04,0.48
2101,'2021/06/24 19:19:30:166',82,132,99,62,0.48,0.09,0.3,0.88,0.04,0.48
2102,'2021/06/24 19:19:30:217',82,132,98,62,0.48,0.09,0.3,0.88,0.04,0.48
2103,'2021/06/24 19:19:30:275',82,133,99,62,0.48,0.09,0.3,0.88,0.04,0.48
